question,answer,nhops,base_question,cypher,neo4j_response,evaluation,evaluation_error
which films share the screenwriter with [Watching the Detectives],Super Troopers,2,which films share the screenwriter with [],"
MATCH (m:`movie`)-[:written_by]->(w:`writer`)<-[:written_by]-(m2:`movie` {name: 'Watching the Detectives'}) 
WHERE m <> m2 
RETURN m LIMIT 200
",[{'m': 'Super Troopers'}],matched,
what were the release dates of [Martin Zandvliet] written films,2011|2012,2,what were the release dates of [] written films,"
MATCH (w:`writer` {name:'Martin Zandvliet'})<-[:written_by]-(m:`movie`)-[:release_year]->(yr:`year`) RETURN m.name, yr LIMIT 200
","[{'m.name': 'Teddy Bear', 'yr': '2012'}, {'m.name': 'A Funny Man', 'yr': '2011'}]",matched,
the movies directed by [Mikael Håfström] were in which languages,Swedish|Hindi,2,the movies directed by [] were in which languages,,[],error,"Traceback (most recent call last):
  File ""C:\Users\milishah\AppData\Local\Temp\ipykernel_21348\1793241463.py"", line 8, in _correct_row
    row[""neo4j_response""] = query_neo4j_with_cypher(row[""cypher""], None, KG)
                            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""c:\Users\milishah\projects\AS.Explorations\cypher-generation\prepare_evaluation_metaqa.py"", line 82, in query_neo4j_with_cypher
    parsed_neo4j_response = parse_neo4j_response_dict5(neo4j_response)
                            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""c:\Users\milishah\projects\AS.Explorations\cypher-generation\neo4j_processors\neo4j_parsers.py"", line 157, in parse_neo4j_response_dict5
    for record in response:
TypeError: 'NoneType' object is not iterable
"
the director [Nils Gaup] co-directed movies with who,Marcus Nispel,2,the director [] co-directed movies with who,"
MATCH (d1:`director` {name: 'Nils Gaup'})<-[:directed_by]-(m:`movie`)-[:directed_by]->(d2:`director`)
WHERE d1 <> d2
RETURN d2 LIMIT 200
",[{'d2': 'Marcus Nispel'}],matched,
who wrote films together with [Gary Ross],Billy Ray|Suzanne Collins|Anne Spielberg,2,who wrote films together with [],"
MATCH (w1:`writer` {name:'Gary Ross'})<-[:written_by]-(m:`movie`)-[:written_by]->(w2:`writer`)
WHERE w1 <> w2
RETURN w2 LIMIT 200
","[{'w2': 'Suzanne Collins'}, {'w2': 'Billy Ray'}, {'w2': 'Anne Spielberg'}]",matched,
who are the actors in the films written by [Paul Gross],Molly Parker,2,who are the actors in the films written by [],"
MATCH (w:`writer` {name:'Paul Gross'})<-[:written_by]-(m:`movie`)-[:starred_actors]->(a:`actor`) RETURN a LIMIT 200
","[{'a': 'Paul Gross'}, {'a': 'Molly Parker'}, {'a': 'Paul Gross'}]",matched,
the actor in [What's the Matter with Helen?] also appears in which films,"The Singing Nun|The Mating Game|Déjà Vu|The Chapman Report|Next Stop, Greenwich Village|Athena|Bundle of Joy|The Unsinkable Molly Brown|He Ran All the Way|Elvis|Susan Slept Here|The Christmas Wish|The Second Time Around|Divorce American Style|Goodbye Charlie|Tammy and the Bachelor|The Rat Race|Tentacles|The Night of the Hunter|The Tender Trap|Winchester '73|Heavy|Wild in the Streets|Bloody Mama|Lolita|The Catered Affair|The Diary of Anne Frank|A Place in the Sun|A Patch of Blue|Singin' in the Rain",2,the actor in [] also appears in which films,"
MATCH (m:`movie` {name: ""What's the Matter with Helen?""})-[:starred_actors]->(a:`actor`)<-[:starred_actors]-(m2:`movie`) 
WHERE m <> m2 
RETURN m2 LIMIT 200
","[{'m2': 'Athena'}, {'m2': 'Tammy and the Bachelor'}, {'m2': 'The Second Time Around'}, {'m2': 'The Tender Trap'}, {'m2': 'The Christmas Wish'}, {'m2': 'The Singing Nun'}, {'m2': 'The Catered Affair'}, {'m2': 'The Mating Game'}, {'m2': 'Divorce American Style'}, {'m2': 'Susan Slept Here'}, {'m2': ""Singin' in the Rain""}, {'m2': 'The Unsinkable Molly Brown'}, {'m2': 'Bundle of Joy'}, {'m2': 'Goodbye Charlie'}, {'m2': 'The Rat Race'}, {'m2': 'Heavy'}, {'m2': 'Next Stop, Greenwich Village'}, {'m2': 'Elvis'}, {'m2': 'Tentacles'}, {'m2': 'Bloody Mama'}, {'m2': 'A Patch of Blue'}, {'m2': 'The Diary of Anne Frank'}, {'m2': 'Lolita'}, {'m2': 'A Place in the Sun'}, {'m2': 'The Chapman Report'}, {'m2': 'He Ran All the Way'}, {'m2': 'Wild in the Streets'}, {'m2': 'Déjà Vu'}, {'m2': ""Winchester '73""}, {'m2': 'The Night of the Hunter'}]",matched,
the films written by [Myron Brinig] were directed by who,Anatole Litvak,2,the films written by [] were directed by who,"
MATCH (w:`writer` {name:'Myron Brinig'})<-[:written_by]-(m:`movie`)-[:directed_by]->(d:`director`) RETURN d LIMIT 200
",[{'d': 'Anatole Litvak'}],matched,
who are the actors of the screenwriter [Valerio Zurlini],Helmut Griem|Philippe Noiret|Giuliano Gemma|Vittorio Gassman,2,who are the actors of the screenwriter [],"
MATCH (w:`writer` {name:'Valerio Zurlini'})<-[:written_by]-(m:`movie`)-[:starred_actors]->(a:`actor`) RETURN a LIMIT 200
","[{'a': 'Giuliano Gemma'}, {'a': 'Vittorio Gassman'}, {'a': 'Helmut Griem'}, {'a': 'Philippe Noiret'}]",matched,
who starred movies for the director [M. Night Shyamalan],Bryce Dallas Howard|Abigail Breslin|Joaquin Phoenix|Will Smith|Dana Delany|Samuel L. Jackson|Jackson Rathbone|Denis Leary|Bruce Willis|Mel Gibson|Jaden Smith|Nicola Peltz|Dev Patel|Rory Culkin|Haley Joel Osment|Joseph Cross|Noah Ringer|Paul Giamatti,2,who starred movies for the director [],"
MATCH (d:`director` {name:'M. Night Shyamalan'})<-[:directed_by]-(m:`movie`)-[:starred_actors]->(a:`actor`) RETURN a LIMIT 200
","[{'a': 'Haley Joel Osment'}, {'a': 'Bruce Willis'}, {'a': 'Jaden Smith'}, {'a': 'Will Smith'}, {'a': 'Bryce Dallas Howard'}, {'a': 'Paul Giamatti'}, {'a': 'Samuel L. Jackson'}, {'a': 'Bruce Willis'}, {'a': 'Noah Ringer'}, {'a': 'Jackson Rathbone'}, {'a': 'Nicola Peltz'}, {'a': 'Dev Patel'}, {'a': 'Rory Culkin'}, {'a': 'Abigail Breslin'}, {'a': 'Joaquin Phoenix'}, {'a': 'Mel Gibson'}, {'a': 'Joseph Cross'}, {'a': 'Dana Delany'}, {'a': 'Denis Leary'}]",matched,
which movies share the screenwriter with [The Princess of Montpensier],Life and Nothing But|A Sunday in the Country|Safe Conduct|The Judge and the Assassin|It All Starts Today|Death Watch,2,which movies share the screenwriter with [],"
MATCH (m:`movie` {name: 'The Princess of Montpensier'})-[:written_by]->(w:`writer`)<-[:written_by]-(m2:`movie`) 
WHERE m <> m2 
RETURN m2 LIMIT 200
","[{'m2': 'It All Starts Today'}, {'m2': 'Life and Nothing But'}, {'m2': 'A Sunday in the Country'}, {'m2': 'Death Watch'}, {'m2': 'Safe Conduct'}, {'m2': 'The Judge and the Assassin'}]",matched,
the actor [Oyanka Cabezas] is a co-star of who,Robert Carlyle,2,the actor [] is a co-star of who,"
MATCH (a:`actor` {name:'Oyanka Cabezas'})<-[:starred_actors]-(m:`movie`)-[:starred_actors]->(co_star:`actor`)
WHERE a <> co_star
RETURN co_star LIMIT 200
",[{'co_star': 'Robert Carlyle'}],matched,
the movies directed by [Louis Morneau] were in which genres,Action|Horror|Adventure|Thriller,2,the movies directed by [] were in which genres,"
MATCH (d:`director` {name:'Louis Morneau'})<-[:directed_by]-(m:`movie`)-[:has_genre]->(g:`genre`) RETURN g LIMIT 200
","[{'g': 'Horror'}, {'g': 'Thriller'}, {'g': 'Adventure'}, {'g': 'Action'}]",matched,
what were the release years of the movies acted by [Stephen Elliott],1987,2,what were the release years of the movies acted by [],"
MATCH (a:`actor` {name:'Stephen Elliott'})<-[:starred_actors]-(m:`movie`)-[:release_year]->(y:`year`) RETURN y LIMIT 200
",[{'y': '1987'}],matched,
which person wrote the movies starred by [Ollie Johnston],Theodore Thomas,2,which person wrote the movies starred by [],"
MATCH (a:`actor` {name:'Ollie Johnston'})<-[:starred_actors]-(m:`movie`)-[:written_by]->(w:`writer`) RETURN w LIMIT 200
",[{'w': 'Theodore Thomas'}],matched,
when did the films starred by [Abhishek Bachchan] release,1987|2002|2003|2007|2004|2005|2014|2008|2009,2,when did the films starred by [] release,"
MATCH (a:`actor` {name:'Abhishek Bachchan'})<-[:starred_actors]-(m:`movie`)-[:release_year]->(y:`year`) RETURN m.name, y.name LIMIT 200
","[{'m.name': 'Dhoom', 'y.name': '2004'}, {'m.name': 'Happy New Year', 'y.name': '2014'}, {'m.name': 'Happy New Year', 'y.name': '1987'}, {'m.name': 'Delhi-6', 'y.name': '2009'}, {'m.name': 'Main Prem Ki Diwani Hoon', 'y.name': '2003'}, {'m.name': 'Om Jai Jagadish', 'y.name': '2002'}, {'m.name': 'Bunty Aur Babli', 'y.name': '2005'}, {'m.name': 'Drona', 'y.name': '2008'}, {'m.name': 'Guru', 'y.name': '2007'}]",matched,
who is listed as screenwriter of [Albert Pyun] directed films,Ed Naha|Joe Simon|Charles Band|Jack Kirby,2,who is listed as screenwriter of [] directed films,"
MATCH (d:`director` {name:'Albert Pyun'})<-[:directed_by]-(m:`movie`)-[:written_by]->(w:`writer`) RETURN w LIMIT 200
","[{'w': 'Charles Band'}, {'w': 'Albert Pyun'}, {'w': 'Joe Simon'}, {'w': 'Jack Kirby'}, {'w': 'Albert Pyun'}, {'w': 'Ed Naha'}, {'w': 'Albert Pyun'}, {'w': 'Albert Pyun'}]",matched,
what were the release years of the movies directed by [Jason Carvey],2006,2,what were the release years of the movies directed by [],"
MATCH (d:`director` {name:'Jason Carvey'})<-[:directed_by]-(m:`movie`)-[:release_year]->(yr:`year`) RETURN yr LIMIT 200
",[{'yr': '2006'}],matched,
the director [Archie Mayo] co-directed films with who,Fritz Lang|John Ford|Gregory Nava,2,the director [] co-directed films with who,"
MATCH (d1:`director` {name:'Archie Mayo'})<-[:directed_by]-(m:`movie`)-[:directed_by]->(d2:`director`)
WHERE d1 <> d2
RETURN d2 LIMIT 200
","[{'d2': 'John Ford'}, {'d2': 'Gregory Nava'}, {'d2': 'Fritz Lang'}]",matched,
what are the languages spoken in the films directed by [Ruben Östlund],Swedish,2,what are the languages spoken in the films directed by [],"
MATCH (d:`director` {name:'Ruben Östlund'})<-[:directed_by]-(m:`movie`)-[:in_language]->(l:`language`) RETURN l LIMIT 200
","[{'l': 'Swedish'}, {'l': 'Swedish'}, {'l': 'Swedish'}]",matched,
which person directed the movies written by [Steve Gordon],Jason Winer,2,which person directed the movies written by [],"
MATCH (w:`writer` {name:'Steve Gordon'})<-[:written_by]-(m:`movie`)-[:directed_by]->(d:`director`) RETURN d LIMIT 200
","[{'d': 'Jason Winer'}, {'d': 'Steve Gordon'}]",matched,
which screenwriters co-wrote films with [Pierre Jolivet],Simon Michaël,2,which screenwriters co-wrote films with [],"
MATCH (w1:`writer` {name:'Pierre Jolivet'})<-[:written_by]-(m:`movie`)-[:written_by]->(w2:`writer`)
WHERE w1 <> w2
RETURN w2 LIMIT 200
",[{'w2': 'Simon Michaël'}],matched,
who are the writers of the films directed by [Adam McKay],Will Ferrell|John C. Reilly,2,who are the writers of the films directed by [],"
MATCH (d:`director` {name:'Adam McKay'})<-[:directed_by]-(m:`movie`)-[:written_by]->(w:`writer`) RETURN w LIMIT 200
","[{'w': 'John C. Reilly'}, {'w': 'Will Ferrell'}, {'w': 'Adam McKay'}, {'w': 'Adam McKay'}]",matched,
[Jørgen Leth] directed films together with who,Lars von Trier,2,[] directed films together with who,"
MATCH (d1:`director` {name:'Jørgen Leth'})<-[:directed_by]-(m:`movie`)-[:directed_by]->(d2:`director`)
WHERE d1 <> d2
RETURN d2 LIMIT 200
",[{'d2': 'Lars von Trier'}],matched,
who is listed as director of [Jeffrey Combs] acted films,Stuart Gordon|Victor Salva|Brian Yuzna|Darin Scott,2,who is listed as director of [] acted films,"
MATCH (a:`actor` {name:'Jeffrey Combs'})<-[:starred_actors]-(m:`movie`)-[:directed_by]->(d:`director`) RETURN d LIMIT 200
","[{'d': 'Darin Scott'}, {'d': 'Victor Salva'}, {'d': 'Stuart Gordon'}, {'d': 'Stuart Gordon'}, {'d': 'Brian Yuzna'}, {'d': 'Brian Yuzna'}]",matched,
who directed movies together with [Carine Adler],Jonathan Glazer,2,who directed movies together with [],"
MATCH (d1:`director` {name: 'Carine Adler'})<-[:directed_by]-(m:`movie`)-[:directed_by]->(d2:`director`)
WHERE d1 <> d2
RETURN d2 LIMIT 200
",[{'d2': 'Jonathan Glazer'}],matched,
what are the main languages in [Pedro Almodóvar] directed movies,Spanish,2,what are the main languages in [] directed movies,"
MATCH (d:`director` {name:'Pedro Almodóvar'})<-[:directed_by]-(m:`movie`)-[:in_language]->(l:`language`) 
RETURN l, count(m) as movie_count ORDER BY movie_count DESC LIMIT 200
",,error,"Traceback (most recent call last):
  File ""C:\Users\milishah\projects\AS.Explorations\cypher-generation\evaluation_metaqa.py"", line 164, in run_flow
    neo4j_response = query_neo4j_with_cypher(cypher, None, KG)
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\milishah\projects\AS.Explorations\cypher-generation\prepare_evaluation_metaqa.py"", line 82, in query_neo4j_with_cypher
    parsed_neo4j_response = parse_neo4j_response_dict5(neo4j_response)
                            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\milishah\projects\AS.Explorations\cypher-generation\neo4j_processors\neo4j_parsers.py"", line 167, in parse_neo4j_response_dict5
    name = node.get(""name"")
           ^^^^^^^^
AttributeError: 'int' object has no attribute 'get'
"
who are film co-writers of [Margaret Vyner],Hugh Williams,2,who are film co-writers of [],"
MATCH (w1:`writer` {name:'Margaret Vyner'})<-[:written_by]-(m:`movie`)-[:written_by]->(w2:`writer`) 
WHERE w1 <> w2 
RETURN w2 LIMIT 200
",[{'w2': 'Hugh Williams'}],matched,
what are the languages spoken in the films written by [Konstantin Simonov],Russian,2,what are the languages spoken in the films written by [],"
MATCH (w:`writer` {name:'Konstantin Simonov'})<-[:written_by]-(m:`movie`)-[:in_language]->(l:`language`) RETURN l LIMIT 200
",[{'l': 'Russian'}],matched,
the movies written by [Leon Uris] were in which languages,Russian|French,2,the movies written by [] were in which languages,"
MATCH (w:`writer` {name:'Leon Uris'})<-[:written_by]-(m:`movie`)-[:in_language]->(l:`language`) RETURN l LIMIT 200
","[{'l': 'French'}, {'l': 'Russian'}]",matched,
which films share the same director of [My Family],Bordertown|Why Do Fools Fall in Love|El Norte,2,which films share the same director of [],"
MATCH (m:`movie` {name: 'My Family'})-[:directed_by]->(d:`director`)<-[:directed_by]-(m2:`movie`) 
WHERE m <> m2 
RETURN m2 LIMIT 200
","[{'m2': 'Bordertown'}, {'m2': 'El Norte'}, {'m2': 'Why Do Fools Fall in Love'}]",matched,
the movies starred by [Julie Claire] were written by who,Nicole Lonner|Craig E. Serling,2,the movies starred by [] were written by who,"
MATCH (a:`actor` {name:'Julie Claire'})<-[:starred_actors]-(m:`movie`)-[:written_by]->(w:`writer`) RETURN w LIMIT 200
","[{'w': 'Nicole Lonner'}, {'w': 'Craig E. Serling'}]",matched,
when did the movies directed by [Terry Winsor] release,1987|2000,2,when did the movies directed by [] release,"
MATCH (d:`director` {name:'Terry Winsor'})<-[:directed_by]-(m:`movie`)-[:release_year]->(y:`year`) RETURN m.name, y.name LIMIT 200
","[{'m.name': ""Morgan Stewart's Coming Home"", 'y.name': '1987'}, {'m.name': 'Essex Boys', 'y.name': '2000'}]",matched,
the films directed by [Yosuke Fujita] were in which languages,Japanese,2,the films directed by [] were in which languages,"
MATCH (d:`director` {name:'Yosuke Fujita'})<-[:directed_by]-(m:`movie`)-[:in_language]->(l:`language`) RETURN l LIMIT 200
",[{'l': 'Japanese'}],matched,
who acted in the movies written by [Patricia Rozema],Ken Howard|Jeanne Tripplehorn|Drew Barrymore|Jessica Lange,2,who acted in the movies written by [],"
MATCH (w:`writer` {name:'Patricia Rozema'})<-[:written_by]-(m:`movie`)-[:starred_actors]->(a:`actor`) RETURN a LIMIT 200
","[{'a': 'Ken Howard'}, {'a': 'Jeanne Tripplehorn'}, {'a': 'Jessica Lange'}, {'a': 'Drew Barrymore'}]",matched,
which screenwriters co-wrote movies with [Ricky Gervais],Stephen Merchant|Matthew Robinson,2,which screenwriters co-wrote movies with [],"
MATCH (w1:`writer` {name:'Ricky Gervais'})<-[:written_by]-(m:`movie`)-[:written_by]->(w2:`writer`) 
WHERE w1 <> w2 
RETURN w2 LIMIT 200
","[{'w2': 'Matthew Robinson'}, {'w2': 'Stephen Merchant'}]",matched,
what are the primary languages in the movies directed by [Duilio Coletti],German|English|Italian,2,what are the primary languages in the movies directed by [],"
MATCH (d:`director` {name:'Duilio Coletti'})<-[:directed_by]-(m:`movie`)-[:in_language]->(l:`language`) RETURN l LIMIT 200
","[{'l': 'English'}, {'l': 'Italian'}, {'l': 'German'}]",matched,
the movies starred by [Nicole Maurey] were released in which years,1958,2,the movies starred by [] were released in which years,"
MATCH (yr:`year`)<-[:release_year]-(m:`movie`)-[:starred_actors]->(a:`actor` {name: 'Nicole Maurey'}) 
RETURN yr LIMIT 200
",[{'yr': '1958'}],matched,
who are the writers of the films starred by [Luke Hemsworth],Mark Mills|Barry Unsworth|John V. Soto,2,who are the writers of the films starred by [],"
MATCH (a:`actor` {name:'Luke Hemsworth'})<-[:starred_actors]-(m:`movie`)-[:written_by]->(w:`writer`) RETURN w LIMIT 200
","[{'w': 'John V. Soto'}, {'w': 'Barry Unsworth'}, {'w': 'Mark Mills'}]",matched,
the screenwriter [Mary Bing] co-wrote movies with who,Anton Chekhov,2,the screenwriter [] co-wrote movies with who,"
MATCH (w1:`writer` {name:'Mary Bing'})<-[:written_by]-(m:`movie`)-[:written_by]->(w2:`writer`)
WHERE w1 <> w2
RETURN w2 LIMIT 200
",[{'w2': 'Anton Chekhov'}],matched,
what genres do the movies written by [Peter Abrahams] fall under,Sport|Thriller,2,what genres do the movies written by [] fall under,"
MATCH (w:`writer` {name:'Peter Abrahams'})<-[:written_by]-(m:`movie`)-[:has_genre]->(g:`genre`) RETURN g LIMIT 200
","[{'g': 'Thriller'}, {'g': 'Sport'}]",matched,
who are co-stars of [Michel Debord],Marlène Jobert|Chantal Goya,2,who are co-stars of [],"
MATCH (a:`actor`)<-[:starred_actors]-(m:`movie`)-[:starred_actors]->(co_star:`actor`)
WHERE a.name = 'Michel Debord' AND a <> co_star
RETURN DISTINCT co_star  
","[{'co_star': 'Chantal Goya'}, {'co_star': 'Marlène Jobert'}]",matched,
the movies written by [Steven Kastrissios] were in which genres,Thriller,2,the movies written by [] were in which genres,"
MATCH (w:`writer` {name:'Steven Kastrissios'})<-[:written_by]-(m:`movie`)-[:has_genre]->(g:`genre`) RETURN g LIMIT 200
",[{'g': 'Thriller'}],matched,
which person directed the films acted by [Josh Zuckerman],Sean Anders,2,which person directed the films acted by [],"
MATCH (a:`actor` {name:'Josh Zuckerman'})<-[:starred_actors]-(m:`movie`)-[:directed_by]->(d:`director`) RETURN d LIMIT 200
",[{'d': 'Sean Anders'}],matched,
the actor [Christopher Judge] co-starred with who,Kevin Sorbo|Steph Song,2,the actor [] co-starred with who,"
MATCH (a:`actor` {name: 'Christopher Judge'})<-[:starred_actors]-(m:`movie`)-[:starred_actors]->(co_star:`actor`) 
WHERE a <> co_star 
RETURN co_star  
","[{'co_star': 'Steph Song'}, {'co_star': 'Kevin Sorbo'}]",matched,
what types are the movies starred by [Nobuko Miyamoto],Comedy|Western,2,what types are the movies starred by [],"
MATCH (a:`actor` {name:'Nobuko Miyamoto'})<-[:starred_actors]-(m:`movie`)-[:has_genre]->(g:`genre`) RETURN g LIMIT 200
","[{'g': 'Western'}, {'g': 'Comedy'}, {'g': 'Comedy'}]",matched,
what are the films that are directed by the same director of [The Princess of Montpensier],Life and Nothing But|A Sunday in the Country|Safe Conduct|The Judge and the Assassin|It All Starts Today|In the Electric Mist|The French Minister|Death Watch,2,what are the films that are directed by the same director of [],"
MATCH (m:`movie` {name: 'The Princess of Montpensier'})-[:directed_by]->(d:`director`)<-[:directed_by]-(m2:`movie`) 
WHERE m <> m2 
RETURN m2 LIMIT 200
","[{'m2': 'The French Minister'}, {'m2': 'It All Starts Today'}, {'m2': 'Life and Nothing But'}, {'m2': 'A Sunday in the Country'}, {'m2': 'Death Watch'}, {'m2': 'Safe Conduct'}, {'m2': 'In the Electric Mist'}, {'m2': 'The Judge and the Assassin'}]",matched,
which films have the same actor of [The Misfits],"Any Number Can Play|A Free Soul|Clash by Night|The Young Lions|No Man of Her Own|Gentlemen Prefer Blondes|I Confess|We're Not Married!|Red River|It Happened One Night|River of No Return|Test Pilot|After Office Hours|San Francisco|Idiot's Delight|Comrade X|Wife vs. Secretary|The Search|It Started in Naples|Teacher's Pet|Across the Wide Missouri|Red Dust|Wild River|Saratoga|The Hucksters|Mogambo|How to Marry a Millionaire|The Call of the Wild|Betrayed|Lonelyhearts|Polly of the Circus|Some Like It Hot|The Mating Season|The Heiress|From Here to Eternity|Mutiny on the Bounty|Soldier of Fortune|China Seas|Boom Town|Command Decision|There's No Business Like Show Business|Don't Bother to Knock|Manhattan Melodrama|Forsaking All Others|But Not for Me|Bus Stop|Monkey Business|Let's Make Love|Suddenly, Last Summer|Possessed|Rear Window|Night Flight|Too Hot to Handle|Birdman of Alcatraz|Pillow Talk|The King and Four Queens|With a Song in My Heart|Raintree County|Niagara|Night Nurse|The Tall Men|Cain and Mabel|Daddy Long Legs|Dancing Lady|The Big Lift|Pickup on South Street|A Place in the Sun|The Seven Year Itch|Strange Cargo",2,which films have the same actor of [],"
MATCH (m:`movie`)-[:starred_actors]->(a:`actor`)<-[:starred_actors]-(m2:`movie` {name: 'The Misfits'}) 
WHERE m <> m2 
RETURN m LIMIT 200
","[{'m': 'Red River'}, {'m': 'Raintree County'}, {'m': 'The Search'}, {'m': 'Lonelyhearts'}, {'m': 'I Confess'}, {'m': 'The Heiress'}, {'m': 'Suddenly, Last Summer'}, {'m': 'A Place in the Sun'}, {'m': 'The Big Lift'}, {'m': 'Wild River'}, {'m': 'From Here to Eternity'}, {'m': 'The Young Lions'}, {'m': 'Too Hot to Handle'}, {'m': 'Forsaking All Others'}, {'m': 'Boom Town'}, {'m': 'After Office Hours'}, {'m': 'Comrade X'}, {'m': 'Betrayed'}, {'m': 'San Francisco'}, {'m': 'Mogambo'}, {'m': 'It Happened One Night'}, {'m': 'Dancing Lady'}, {'m': 'Mutiny on the Bounty'}, {'m': 'The Hucksters'}, {'m': 'But Not for Me'}, {'m': ""Teacher's Pet""}, {'m': 'Red Dust'}, {'m': 'The King and Four Queens'}, {'m': 'A Free Soul'}, {'m': 'Night Flight'}, {'m': 'Wife vs. Secretary'}, {'m': 'Cain and Mabel'}, {'m': 'Any Number Can Play'}, {'m': 'Polly of the Circus'}, {'m': 'Manhattan Melodrama'}, {'m': 'Possessed'}, {'m': 'It Started in Naples'}, {'m': 'Command Decision'}, {'m': 'The Call of the Wild'}, {'m': 'Across the Wide Missouri'}, {'m': 'The Tall Men'}, {'m': 'China Seas'}, {'m': 'Night Nurse'}, {'m': 'No Man of Her Own'}, {'m': 'Saratoga'}, {'m': ""Idiot's Delight""}, {'m': 'Soldier of Fortune'}, {'m': 'Test Pilot'}, {'m': 'Strange Cargo'}, {'m': ""We're Not Married!""}, {'m': 'Gentlemen Prefer Blondes'}, {'m': 'Clash by Night'}, {'m': 'Monkey Business'}, {'m': 'The Seven Year Itch'}, {'m': ""There's No Business Like Show Business""}, {'m': ""Don't Bother to Knock""}, {'m': 'How to Marry a Millionaire'}, {'m': ""Let's Make Love""}, {'m': 'River of No Return'}, {'m': 'Some Like It Hot'}, {'m': 'Niagara'}, {'m': 'Bus Stop'}, {'m': 'Pickup on South Street'}, {'m': 'Rear Window'}, {'m': 'The Mating Season'}, {'m': 'Daddy Long Legs'}, {'m': 'With a Song in My Heart'}, {'m': 'Pillow Talk'}, {'m': 'Birdman of Alcatraz'}]",matched,
who is listed as director of [Anthony Rapp] starred movies,Chris Columbus,2,who is listed as director of [] starred movies,"
MATCH (a:`actor` {name:'Anthony Rapp'})<-[:starred_actors]-(m:`movie`)-[:directed_by]->(d:`director`) RETURN d LIMIT 200
",[{'d': 'Chris Columbus'}],matched,
who are movie co-directors of [Jerome Robbins],Robert Wise,2,who are movie co-directors of [],"
MATCH (d1:`director` {name:'Jerome Robbins'})<-[:directed_by]-(m:`movie`)-[:directed_by]->(d2:`director`)
WHERE d1 <> d2
RETURN d2 LIMIT 200
",[{'d2': 'Robert Wise'}],matched,
who is listed as screenwriter of [Steven Hilliard Stern] directed movies,Stephen Peters,2,who is listed as screenwriter of [] directed movies,"
MATCH (d:`director` {name:'Steven Hilliard Stern'})<-[:directed_by]-(m:`movie`)-[:written_by]->(w:`writer`) RETURN w LIMIT 200
","[{'w': 'Stephen Peters'}, {'w': 'Steven Hilliard Stern'}]",matched,
the screenwriter of [Lumumba] also wrote which films,Sometimes in April,2,the screenwriter of [] also wrote which films,"
MATCH (w:`writer`)<-[:written_by]-(m:`movie` {name: 'Lumumba'})-[:written_by]->(w)<-[:written_by]-(other_movies:`movie`)
WHERE m <> other_movies
RETURN other_movies  
",[],unmatched,
what are the primary languages in the movies acted by [Franco Califano],Italian,2,what are the primary languages in the movies acted by [],"
MATCH (a:`actor` {name:'Franco Califano'})<-[:starred_actors]-(m:`movie`)-[:in_language]->(l:`language`) RETURN l LIMIT 200
",[{'l': 'Italian'}],matched,
the movies directed by [Shinji Aoyama] were released in which years,2000|1983,2,the movies directed by [] were released in which years,"
MATCH (yr:`year`)<-[:release_year]-(m:`movie`)-[:directed_by]->(d:`director` {name: 'Shinji Aoyama'}) 
RETURN yr LIMIT 200
","[{'yr': '1983'}, {'yr': '2000'}]",matched,
the actor in [The Apple] also appears in which movies,Mischief|Night of the Comet,2,the actor in [] also appears in which movies,"
MATCH (a:`actor`)<-[:starred_actors]-(m:`movie` {name: 'The Apple'})-[:starred_actors]->(a)<-[:starred_actors]-(m2:`movie`) 
WHERE m <> m2 
RETURN m2  
",[],unmatched,
what were the release dates of [Debby Ryan] starred movies,2010|2012,2,what were the release dates of [] starred movies,"
MATCH (a:`actor` {name:'Debby Ryan'})<-[:starred_actors]-(m:`movie`)-[:release_year]->(y:`year`) RETURN m.name, y LIMIT 200
","[{'m.name': 'Radio Rebel', 'y': '2012'}, {'m.name': 'What If...', 'y': '2012'}, {'m.name': 'What If...', 'y': '2010'}]",matched,
what genres do the films written by [Buddy Giovinazzo] fall under,Drama|Horror|Crime,2,what genres do the films written by [] fall under,"
MATCH (w:`writer` {name:'Buddy Giovinazzo'})<-[:written_by]-(m:`movie`)-[:has_genre]->(g:`genre`) RETURN g LIMIT 200
","[{'g': 'Horror'}, {'g': 'Crime'}, {'g': 'Drama'}, {'g': 'Drama'}]",matched,
what genres are the films acted by [Ben Cross] in,Romance|Drama|Fantasy|Adventure|Action|Thriller,2,what genres are the films acted by [] in,"
MATCH (a:`actor` {name:'Ben Cross'})<-[:starred_actors]-(m:`movie`)-[:has_genre]->(g:`genre`) RETURN g LIMIT 200
","[{'g': 'Thriller'}, {'g': 'Drama'}, {'g': 'Adventure'}, {'g': 'Fantasy'}, {'g': 'Action'}, {'g': 'Romance'}, {'g': 'Adventure'}]",matched,
