question,answer,nhops,base_question,cypher,neo4j_response,evaluation,evaluation_error
the films that share actors with the film [Planet 51] were in which genres,Mystery|Romance|Family|Horror|Crime|Drama|Fantasy|Animation|Adventure|Action|Comedy|Thriller,3,the films that share actors with the film [] were in which genres,"
MATCH (planet51Movie:`movie`)-[:starred_actors]->(actor:`actor`) 
MATCH (actor:`actor`)<-[:starred_actors]-(otherMovie:`movie`) 
MATCH (otherMovie:`movie`)-[:has_genre]->(genre:`genre`) 
WHERE toLower(planet51Movie.name)='planet 51' 
AND planet51Movie <> otherMovie 
RETURN genre LIMIT 200
","[{'genre': 'Mystery'}, {'genre': 'Comedy'}, {'genre': 'Comedy'}, {'genre': 'Animation'}, {'genre': 'Comedy'}, {'genre': 'Comedy'}, {'genre': 'Comedy'}, {'genre': 'Fantasy'}, {'genre': 'Adventure'}, {'genre': 'Comedy'}, {'genre': 'Comedy'}, {'genre': 'Comedy'}, {'genre': 'Comedy'}, {'genre': 'Drama'}, {'genre': 'Comedy'}, {'genre': 'Adventure'}, {'genre': 'Animation'}, {'genre': 'Comedy'}, {'genre': 'Action'}, {'genre': 'Drama'}, {'genre': 'Crime'}, {'genre': 'Drama'}, {'genre': 'Comedy'}, {'genre': 'Romance'}, {'genre': 'Action'}, {'genre': 'Family'}, {'genre': 'Comedy'}, {'genre': 'Action'}, {'genre': 'Comedy'}, {'genre': 'Comedy'}, {'genre': 'Drama'}, {'genre': 'Comedy'}, {'genre': 'Drama'}, {'genre': 'Drama'}, {'genre': 'Action'}, {'genre': 'Comedy'}, {'genre': 'Thriller'}, {'genre': 'Action'}, {'genre': 'Action'}, {'genre': 'Crime'}, {'genre': 'Thriller'}, {'genre': 'Crime'}, {'genre': 'Animation'}, {'genre': 'Action'}, {'genre': 'Drama'}, {'genre': 'Thriller'}, {'genre': 'Horror'}, {'genre': 'Action'}, {'genre': 'Comedy'}, {'genre': 'Action'}, {'genre': 'Drama'}, {'genre': 'Thriller'}, {'genre': 'Thriller'}, {'genre': 'Action'}, {'genre': 'Crime'}, {'genre': 'Comedy'}, {'genre': 'Action'}]",matched,
the movies that share actors with the movie [Union Pacific] were in which genres,Mystery|Drama|Horror|Crime|Romance|Western|Comedy|War|Thriller|Adventure,3,the movies that share actors with the movie [] were in which genres,"
MATCH (unionMovie:`movie`)-[:starred_actors]->(actor:`actor`) 
MATCH (actor:`actor`)<-[:starred_actors]-(otherMovie:`movie`) 
MATCH (otherMovie:`movie`)-[:has_genre]->(genre:`genre`) 
WHERE toLower(unionMovie.name)='union pacific' 
AND unionMovie <> otherMovie 
RETURN genre LIMIT 200
","[{'genre': 'Western'}, {'genre': 'Comedy'}, {'genre': 'Adventure'}, {'genre': 'Drama'}, {'genre': 'Comedy'}, {'genre': 'Western'}, {'genre': 'Romance'}, {'genre': 'Western'}, {'genre': 'Adventure'}, {'genre': 'Drama'}, {'genre': 'Western'}, {'genre': 'War'}, {'genre': 'Thriller'}, {'genre': 'Comedy'}, {'genre': 'Drama'}, {'genre': 'Drama'}, {'genre': 'Horror'}, {'genre': 'Crime'}, {'genre': 'Drama'}, {'genre': 'Drama'}, {'genre': 'Comedy'}, {'genre': 'Western'}, {'genre': 'War'}, {'genre': 'Drama'}, {'genre': 'Western'}, {'genre': 'Comedy'}, {'genre': 'Drama'}, {'genre': 'Western'}, {'genre': 'Drama'}, {'genre': 'Drama'}, {'genre': 'Drama'}, {'genre': 'Comedy'}, {'genre': 'Mystery'}, {'genre': 'Comedy'}, {'genre': 'Drama'}, {'genre': 'Thriller'}, {'genre': 'Comedy'}, {'genre': 'Drama'}, {'genre': 'Comedy'}, {'genre': 'Mystery'}, {'genre': 'Western'}, {'genre': 'Western'}, {'genre': 'Comedy'}, {'genre': 'Western'}, {'genre': 'Comedy'}, {'genre': 'Drama'}, {'genre': 'Drama'}, {'genre': 'Drama'}, {'genre': 'Drama'}, {'genre': 'Drama'}, {'genre': 'Drama'}, {'genre': 'Drama'}, {'genre': 'Mystery'}, {'genre': 'Crime'}, {'genre': 'Drama'}, {'genre': 'Drama'}, {'genre': 'Drama'}, {'genre': 'Crime'}, {'genre': 'Drama'}, {'genre': 'Crime'}, {'genre': 'Drama'}, {'genre': 'Comedy'}, {'genre': 'Drama'}, {'genre': 'Drama'}]",matched,
what are the languages spoken in the films whose actors also appear in [Fifty Dead Men Walking],German|Polish|Spanish|French|English,3,what are the languages spoken in the films whose actors also appear in [],"
MATCH (fiftyMovie:`movie`)-[:starred_actors]->(actor:`actor`) 
MATCH (actor:`actor`)<-[:starred_actors]-(otherMovie:`movie`) 
MATCH (otherMovie:`movie`)-[:in_language]->(language:`language`) 
WHERE toLower(fiftyMovie.name)='fifty dead men walking' 
AND fiftyMovie <> otherMovie 
RETURN language LIMIT 200
","[{'language': 'Spanish'}, {'language': 'Spanish'}, {'language': 'Polish'}, {'language': 'French'}, {'language': 'English'}, {'language': 'German'}]",matched,
what types are the films directed by the director of [De Dana Dan],Action,3,what types are the films directed by the director of [],"
MATCH (deDanaDanMovie:`movie`)-[:directed_by]->(director:`director`) 
MATCH (director:`director`)<-[:directed_by]-(otherMovie:`movie`) 
MATCH (otherMovie:`movie`)-[:has_genre]->(genre:`genre`) 
WHERE toLower(deDanaDanMovie.name)='de dana dan' 
RETURN DISTINCT genre LIMIT 200
","[{'genre': 'Action'}, {'genre': 'Comedy'}]",matched,
who is listed as screenwriter of the movies directed by the [Careless Love] director,Naomi Wallace|Dick Christie|John Duigan,3,who is listed as screenwriter of the movies directed by the [] director,"
MATCH (carelessDirector:`director`)<-[:directed_by]-(movie:`movie`) 
MATCH (movie:`movie`)-[:written_by]->(screenwriter:`writer`) 
WHERE toLower(carelessDirector.name)='careless love director' 
RETURN screenwriter  
",[],unmatched,
the films that share directors with the film [Mannequin] were in which genres,Drama|War|Romance|Western|Comedy|Musical|Adventure,3,the films that share directors with the film [] were in which genres,"
MATCH (mannequinMovie:`movie`)-[:directed_by]->(director:`director`) 
MATCH (director:`director`)<-[:directed_by]-(otherMovie:`movie`) 
MATCH (otherMovie:`movie`)-[:has_genre]->(genre:`genre`) 
WHERE toLower(mannequinMovie.name)='mannequin' 
AND mannequinMovie <> otherMovie 
RETURN genre LIMIT 200
","[{'genre': 'Comedy'}, {'genre': 'Drama'}, {'genre': 'Drama'}, {'genre': 'Musical'}, {'genre': 'Western'}, {'genre': 'Drama'}, {'genre': 'Romance'}, {'genre': 'War'}, {'genre': 'Drama'}, {'genre': 'Drama'}, {'genre': 'Drama'}, {'genre': 'Musical'}, {'genre': 'Adventure'}, {'genre': 'Romance'}]",matched,
who are the actors in the films directed by the director of [Castle on the Hudson],Bette Davis|Jason Robards|Yul Brynner|Anthony Perkins|Charles Boyer|Barbara Bel Geddes|Danielle Darrieux|Betty Field|John Garfield|Ida Lupino|Jessie Royce Landis|Ann Sheridan|Burt Lancaster|Joan Fontaine|Omar Sharif|Ann Dvorak|Helen Hayes|Lloyd Nolan|Priscilla Lane|Meg Ryan|Catherine Deneuve|Olivia de Havilland|Barbara Stanwyck|John Cusack|Richard Whorf|Jeffrey Lynn|Richard Basehart|James Cagney|Mark Stevens|Kelsey Grammer|Tyrone Power|Yves Montand|Oskar Werner|Barbara O'Neil|Celeste Holm|Vincent Price|James Mason|Thomas Mitchell|Donald Pleasence|Claire Trevor|Ingrid Bergman|Leo Genn|Ava Gardner|Christopher Lloyd|Edward G. Robinson|Peter O'Toole|Humphrey Bogart|Deborah Kerr|Henry Fonda|Tom Courtenay,3,who are the actors in the films directed by the director of [],"
MATCH (castleMovie:`movie`)-[:directed_by]->(director:`director`) 
WHERE toLower(castleMovie.name)='castle on the hudson' 
MATCH (director:`director`)<-[:directed_by]-(otherMovie:`movie`) 
MATCH (otherMovie:`movie`)-[:starred_actors]->(actor:`actor`) 
RETURN actor LIMIT 200
","[{'actor': 'Ann Dvorak'}, {'actor': 'Barbara Bel Geddes'}, {'actor': 'Vincent Price'}, {'actor': 'Henry Fonda'}, {'actor': 'Deborah Kerr'}, {'actor': 'Yul Brynner'}, {'actor': 'Jason Robards'}, {'actor': 'Jeffrey Lynn'}, {'actor': 'Charles Boyer'}, {'actor': ""Barbara O'Neil""}, {'actor': 'Bette Davis'}, {'actor': 'Ida Lupino'}, {'actor': 'John Garfield'}, {'actor': 'Thomas Mitchell'}, {'actor': 'Yves Montand'}, {'actor': 'Jessie Royce Landis'}, {'actor': 'Anthony Perkins'}, {'actor': 'Ingrid Bergman'}, {'actor': 'Claire Trevor'}, {'actor': 'Edward G. Robinson'}, {'actor': 'Humphrey Bogart'}, {'actor': 'Ava Gardner'}, {'actor': 'Omar Sharif'}, {'actor': 'Catherine Deneuve'}, {'actor': 'James Mason'}, {'actor': 'Charles Boyer'}, {'actor': 'Danielle Darrieux'}, {'actor': 'Helen Hayes'}, {'actor': 'Yul Brynner'}, {'actor': 'Ingrid Bergman'}, {'actor': 'Kelsey Grammer'}, {'actor': 'Meg Ryan'}, {'actor': 'Christopher Lloyd'}, {'actor': 'John Cusack'}, {'actor': 'Tom Courtenay'}, {'actor': 'Omar Sharif'}, {'actor': ""Peter O'Toole""}, {'actor': 'Donald Pleasence'}, {'actor': 'Tyrone Power'}, {'actor': 'Joan Fontaine'}, {'actor': 'Thomas Mitchell'}, {'actor': 'Richard Whorf'}, {'actor': 'Lloyd Nolan'}, {'actor': 'Betty Field'}, {'actor': 'Priscilla Lane'}, {'actor': 'Ann Sheridan'}, {'actor': 'James Cagney'}, {'actor': 'Mark Stevens'}, {'actor': 'Leo Genn'}, {'actor': 'Olivia de Havilland'}, {'actor': 'Celeste Holm'}, {'actor': ""Pat O'Brien""}, {'actor': 'Ann Sheridan'}, {'actor': 'John Garfield'}, {'actor': 'Oskar Werner'}, {'actor': 'Richard Basehart'}, {'actor': 'Barbara Stanwyck'}, {'actor': 'Burt Lancaster'}]",matched,
when did the movies starred by [A Soldier's Tale] actors release,1986|1990|1993|1992|1995|1994|1987|1999|2002|2006|2005,3,when did the movies starred by [] actors release,"
MATCH (soldierMovie:`movie`)-[:starred_actors]->(actor:`actor`) 
MATCH (actor:`actor`)<-[:starred_actors]-(otherMovie:`movie`) 
MATCH (otherMovie:`movie`)-[:release_year]->(year:`year`) 
WHERE toLower(soldierMovie.name)=""a soldier's tale"" 
RETURN otherMovie.name, year LIMIT 200
","[{'otherMovie.name': 'Wah-Wah', 'year': '2005'}, {'otherMovie.name': 'Cool World', 'year': '1992'}, {'otherMovie.name': 'Hello Again', 'year': '1987'}, {'otherMovie.name': 'Stigmata', 'year': '1999'}, {'otherMovie.name': 'Ghost Ship', 'year': '2002'}, {'otherMovie.name': 'Gothic', 'year': '1986'}, {'otherMovie.name': 'Trial by Jury', 'year': '1994'}, {'otherMovie.name': 'Point of No Return', 'year': '1993'}, {'otherMovie.name': 'A Simple Twist of Fate', 'year': '1994'}, {'otherMovie.name': 'Played', 'year': '2006'}, {'otherMovie.name': 'The Usual Suspects', 'year': '1995'}, {'otherMovie.name': ""Miller's Crossing"", 'year': '1990'}, {'otherMovie.name': 'End of Days', 'year': '1999'}]",matched,
the films that share actors with the film [Whiteout] are written by who,Melissa Goddard|Stephen King|Katt Shea|Richard Friedenberg|David Gordon Green|Tonino Guerra|Norman Maclean|Ronald Shusett|Arthur Laurents|George Gallo|Kurt Wimmer|Joss Whedon|Frank Miller|Marc Norman|John Logan|James Herbert|Dan O'Bannon|Marc Klein|Lewis Gilbert|Edgar Allan Poe|Jim McBride|Jeffrey Boam|William Shakespeare|Lisa Cholodenko|Andrew Davies|Massimo De Rita|Randall Wallace|Karen Moncrieff|Stewart O'Nan|Giuseppe Tornatore|Gary Lundgren|Richard Hooker|Andy Weiss|Stella Gibbons|Ernest K. Gann|Len Wiseman|Philip K. Dick|James Twyman|Gary Goldman|Steve Koren|Douglas McGrath|Mark O'Keefe|Mark Bomback|Jon Povill|Will Eisner|Ring Lardner Jr.|Jane Austen|Andy Ruben|Whit Stillman|Garry Marshall|Stephen Sommers|Kenneth Branagh|Kirk Jones,3,the films that share actors with the film [] are written by who,"
MATCH (whiteoutMovie:`movie`)-[:starred_actors]->(actor:`actor`) 
MATCH (actor:`actor`)<-[:starred_actors]-(otherMovie:`movie`) 
MATCH (otherMovie:`movie`)-[:written_by]->(writer:`writer`) 
WHERE toLower(whiteoutMovie.name)='whiteout' 
AND whiteoutMovie <> otherMovie 
RETURN writer LIMIT 200
","[{'writer': 'Will Eisner'}, {'writer': 'Frank Miller'}, {'writer': 'Andy Weiss'}, {'writer': 'George Gallo'}, {'writer': 'Garry Marshall'}, {'writer': 'Ronald Shusett'}, {'writer': ""Dan O'Bannon""}, {'writer': 'Richard Hooker'}, {'writer': 'Ring Lardner Jr.'}, {'writer': 'Norman Maclean'}, {'writer': 'Richard Friedenberg'}, {'writer': 'Arthur Laurents'}, {'writer': 'Gary Lundgren'}, {'writer': 'James Twyman'}, {'writer': 'Katt Shea'}, {'writer': 'Andy Ruben'}, {'writer': 'Melissa Goddard'}, {'writer': 'Jeffrey Boam'}, {'writer': 'Stephen King'}, {'writer': 'Stephen Sommers'}, {'writer': 'Edgar Allan Poe'}, {'writer': 'Kenneth Branagh'}, {'writer': 'William Shakespeare'}, {'writer': 'Joss Whedon'}, {'writer': 'Marc Klein'}, {'writer': 'Stella Gibbons'}, {'writer': 'Whit Stillman'}, {'writer': 'Randall Wallace'}, {'writer': ""Stewart O'Nan""}, {'writer': 'David Gordon Green'}, {'writer': 'John Logan'}, {'writer': 'Ernest K. Gann'}, {'writer': 'Marc Norman'}, {'writer': 'Jon Povill'}, {'writer': 'Gary Goldman'}, {'writer': 'Philip K. Dick'}, {'writer': 'Ronald Shusett'}, {'writer': ""Dan O'Bannon""}, {'writer': 'Kurt Wimmer'}, {'writer': 'Mark Bomback'}, {'writer': 'Lisa Cholodenko'}, {'writer': 'Len Wiseman'}, {'writer': 'Lewis Gilbert'}, {'writer': 'James Herbert'}, {'writer': 'Jim McBride'}, {'writer': 'Douglas McGrath'}, {'writer': 'Jane Austen'}, {'writer': 'Andrew Davies'}, {'writer': 'Massimo De Rita'}, {'writer': 'Tonino Guerra'}, {'writer': 'Giuseppe Tornatore'}, {'writer': 'Kirk Jones'}, {'writer': ""Mark O'Keefe""}, {'writer': 'Steve Koren'}, {'writer': 'Karen Moncrieff'}]",matched,
what genres do the movies that share actors with [Another Year] fall under,Drama|History|Comedy|Animation|Crime,3,what genres do the movies that share actors with [] fall under,"
MATCH (anotherYearMovie:`movie`)-[:starred_actors]->(actor:`actor`) 
MATCH (actor:`actor`)<-[:starred_actors]-(otherMovie:`movie`) 
MATCH (otherMovie:`movie`)-[:has_genre]->(genre:`genre`) 
WHERE toLower(anotherYearMovie.name)='another year' 
AND anotherYearMovie <> otherMovie 
RETURN genre LIMIT 200
","[{'genre': 'Comedy'}, {'genre': 'Drama'}, {'genre': 'Comedy'}, {'genre': 'Drama'}, {'genre': 'Crime'}, {'genre': 'Drama'}, {'genre': 'Comedy'}, {'genre': 'Drama'}, {'genre': 'Animation'}, {'genre': 'Comedy'}, {'genre': 'Drama'}, {'genre': 'History'}, {'genre': 'Drama'}]",matched,
what genres are the films directed by the [Two Hands] director,Thriller,3,what genres are the films directed by the [] director,"
MATCH (twoHandsMovie:`movie`)-[:directed_by]->(director:`director`) 
WHERE toLower(twoHandsMovie.name)='two hands' 
MATCH (director:`director`)<-[:directed_by]-(otherMovie:`movie`) 
MATCH (otherMovie:`movie`)-[:has_genre]->(genre:`genre`) 
RETURN genre LIMIT 200
","[{'genre': 'Thriller'}, {'genre': 'Crime'}]",matched,
who directed films for the writer of [Interiors],Martin Scorsese|Marco Martins|Herbert Ross|Woody Allen|Penny Panayotopoulou|Francis Ford Coppola|Howard Morris,3,who directed films for the writer of [],"
MATCH (interiorsMovie:`movie`)-[:written_by]->(writer:`writer`) 
MATCH (writer:`writer`)<-[:written_by]-(otherMovie:`movie`) 
MATCH (otherMovie:`movie`)-[:directed_by]->(director:`director`) 
WHERE toLower(interiorsMovie.name)='interiors' 
RETURN director LIMIT 200
","[{'director': 'Woody Allen'}, {'director': 'Woody Allen'}, {'director': 'Francis Ford Coppola'}, {'director': 'Martin Scorsese'}, {'director': 'Woody Allen'}, {'director': 'Woody Allen'}, {'director': 'Woody Allen'}, {'director': 'Woody Allen'}, {'director': 'Woody Allen'}, {'director': 'Marco Martins'}, {'director': 'Woody Allen'}, {'director': 'Woody Allen'}, {'director': 'Woody Allen'}, {'director': 'Penny Panayotopoulou'}, {'director': 'Woody Allen'}, {'director': 'Woody Allen'}, {'director': 'Woody Allen'}, {'director': 'Woody Allen'}, {'director': 'Woody Allen'}, {'director': 'Woody Allen'}, {'director': 'Woody Allen'}, {'director': 'Woody Allen'}, {'director': 'Woody Allen'}, {'director': 'Woody Allen'}, {'director': 'Woody Allen'}, {'director': 'Woody Allen'}, {'director': 'Woody Allen'}, {'director': 'Woody Allen'}, {'director': 'Woody Allen'}, {'director': 'Woody Allen'}, {'director': 'Howard Morris'}, {'director': 'Woody Allen'}, {'director': 'Woody Allen'}, {'director': 'Woody Allen'}, {'director': 'Woody Allen'}, {'director': 'Woody Allen'}, {'director': 'Woody Allen'}, {'director': 'Woody Allen'}, {'director': 'Woody Allen'}, {'director': 'Woody Allen'}, {'director': 'Woody Allen'}, {'director': 'Woody Allen'}, {'director': 'Woody Allen'}, {'director': 'Woody Allen'}, {'director': 'Woody Allen'}, {'director': 'Woody Allen'}, {'director': 'Woody Allen'}, {'director': 'Woody Allen'}, {'director': 'Herbert Ross'}, {'director': 'Woody Allen'}]",matched,
what are the primary languages in the films written by the screenwriter of [Police],French|English,3,what are the primary languages in the films written by the screenwriter of [],"
MATCH (policeMovie:`movie`)-[:written_by]->(writer:`writer`) 
MATCH (writer:`writer`)<-[:written_by]-(otherMovie:`movie`) 
MATCH (otherMovie:`movie`)-[:in_language]->(language:`language`) 
WHERE toLower(policeMovie.name)='police' 
RETURN language LIMIT 200
","[{'language': 'French'}, {'language': 'French'}, {'language': 'French'}, {'language': 'French'}, {'language': 'French'}, {'language': 'French'}, {'language': 'French'}, {'language': 'French'}, {'language': 'French'}, {'language': 'French'}, {'language': 'French'}, {'language': 'French'}, {'language': 'English'}]",matched,
who are the actors in the movies written by the writer of [A Single Girl],Isabelle Huppert|Virginie Ledoyen|Léa Seydoux|Diane Kruger|Jeanne Moreau,3,who are the actors in the movies written by the writer of [],"
MATCH (singleGirlMovie:`movie`)-[:written_by]->(writer:`writer`) 
WHERE toLower(singleGirlMovie.name)='a single girl' 
MATCH (writer:`writer`)<-[:written_by]-(otherMovie:`movie`) 
MATCH (otherMovie:`movie`)-[:starred_actors]->(actor:`actor`) 
RETURN actor LIMIT 200
","[{'actor': 'Virginie Ledoyen'}, {'actor': 'Léa Seydoux'}, {'actor': 'Virginie Ledoyen'}, {'actor': 'Diane Kruger'}, {'actor': 'Léa Seydoux'}, {'actor': 'Jeanne Moreau'}, {'actor': 'Isabelle Huppert'}]",matched,
what are the languages spoken in the movies whose writers also wrote [Godzilla],German,3,what are the languages spoken in the movies whose writers also wrote [],"
MATCH (godzillaMovie:`movie`)-[:written_by]->(writer:`writer`) 
MATCH (writer:`writer`)<-[:written_by]-(otherMovie:`movie`) 
MATCH (otherMovie:`movie`)-[:in_language]->(language:`language`) 
WHERE toLower(godzillaMovie.name)='godzilla' 
RETURN language LIMIT 200
","[{'language': 'French'}, {'language': 'French'}, {'language': 'French'}, {'language': 'French'}, {'language': 'French'}, {'language': 'Japanese'}, {'language': 'Japanese'}, {'language': 'Japanese'}, {'language': 'Japanese'}, {'language': 'Japanese'}, {'language': 'German'}]",matched,
who starred films for the screenwriter of [Lulu on the Bridge],Roseanne Barr|Lou Reed|James Spader|Michael J. Fox|Harvey Keitel|Mandy Patinkin|Mel Gorham,3,who starred films for the screenwriter of [],"
MATCH (luluMovie:`movie`)-[:written_by]->(screenwriter:`writer`) 
WHERE toLower(luluMovie.name)='lulu on the bridge' 
MATCH (screenwriter:`writer`)<-[:written_by]-(otherMovie:`movie`) 
MATCH (otherMovie:`movie`)-[:starred_actors]->(actor:`actor`) 
RETURN actor LIMIT 200
","[{'actor': 'Mandy Patinkin'}, {'actor': 'James Spader'}, {'actor': 'Mel Gorham'}, {'actor': 'Lou Reed'}, {'actor': 'Roseanne Barr'}, {'actor': 'Michael J. Fox'}, {'actor': 'Harvey Keitel'}, {'actor': 'Harvey Keitel'}]",matched,
what genres do the films that share directors with [Shooter] fall under,Action|Thriller|Crime,3,what genres do the films that share directors with [] fall under,"
MATCH (shooterMovie:`movie`)-[:directed_by]->(director:`director`) 
MATCH (director:`director`)<-[:directed_by]-(otherMovie:`movie`) 
MATCH (otherMovie:`movie`)-[:has_genre]->(genre:`genre`) 
WHERE toLower(shooterMovie.name)='shooter' 
AND shooterMovie <> otherMovie 
RETURN genre LIMIT 200
","[{'genre': 'Crime'}, {'genre': 'Action'}, {'genre': 'Crime'}, {'genre': 'Crime'}, {'genre': 'Action'}, {'genre': 'Crime'}, {'genre': 'Thriller'}, {'genre': 'Thriller'}, {'genre': 'Action'}]",matched,
who wrote films that share directors with the film [Step Up],Aline Brosh McKenna|Dan Fogelman,3,who wrote films that share directors with the film [],"
MATCH (stepUpMovie:`movie`)-[:directed_by]->(director:`director`) 
MATCH (director:`director`)<-[:directed_by]-(otherMovie:`movie`) 
MATCH (otherMovie:`movie`)-[:written_by]->(writer:`writer`) 
WHERE toLower(stepUpMovie.name)='step up' 
AND stepUpMovie <> otherMovie 
RETURN writer LIMIT 200
","[{'writer': 'Aline Brosh McKenna'}, {'writer': 'Dan Fogelman'}]",matched,
what were the release dates of films starred by actors in [Gosford Park],1928|1986|1987|1984|1985|1969|1981|1965|1988|2015|2014|2011|2010|2013|2012|1978|1948|1952|1992|1995|1994|1997|1996|1999|1974|1973|2002|2003|2006|2005|2008|2009,3,what were the release dates of films starred by actors in [],"
MATCH (gosfordMovie:`movie`)-[:starred_actors]->(actor:`actor`) 
MATCH (actor:`actor`)<-[:starred_actors]-(otherMovie:`movie`) 
MATCH (otherMovie:`movie`)-[:release_year]->(year:`year`) 
WHERE toLower(gosfordMovie.name)='gosford park' 
RETURN otherMovie.name as Movie, year.name as Release_Year LIMIT 200
","[{'Movie': 'Man to Man', 'Release_Year': '2005'}, {'Movie': 'A Handful of Dust', 'Release_Year': '1988'}, {'Movie': 'Bitter Moon', 'Release_Year': '1992'}, {'Movie': 'The Valet', 'Release_Year': '2006'}, {'Movie': 'The Confessional', 'Release_Year': '1995'}, {'Movie': 'Easy Virtue', 'Release_Year': '2008'}, {'Movie': 'Easy Virtue', 'Release_Year': '1928'}, {'Movie': 'Gosford Park', 'Release_Year': '2001'}, {'Movie': 'The Woman in the Fifth', 'Release_Year': '2011'}, {'Movie': 'An Unforgettable Summer', 'Release_Year': '1994'}, {'Movie': 'Love Crime', 'Release_Year': '2010'}, {'Movie': 'Leaving', 'Release_Year': '2009'}, {'Movie': 'Random Hearts', 'Release_Year': '1999'}, {'Movie': 'Only God Forgives', 'Release_Year': '2013'}, {'Movie': 'Under the Cherry Moon', 'Release_Year': '1986'}, {'Movie': 'Bel Ami', 'Release_Year': '2012'}, {'Movie': 'Keeping Mum', 'Release_Year': '2005'}, {'Movie': 'Young Cassidy', 'Release_Year': '1965'}, {'Movie': 'The Prime of Miss Jean Brodie', 'Release_Year': '1969'}, {'Movie': 'A Private Function', 'Release_Year': '1984'}, {'Movie': 'Sister Act', 'Release_Year': '1992'}, {'Movie': 'The First Wives Club', 'Release_Year': '1996'}, {'Movie': 'Gosford Park', 'Release_Year': '2001'}, {'Movie': 'Quartet', 'Release_Year': '1948'}, {'Movie': 'Quartet', 'Release_Year': '1981'}, {'Movie': 'Quartet', 'Release_Year': '2012'}, {'Movie': 'California Suite', 'Release_Year': '1978'}, {'Movie': 'The Second Best Exotic Marigold Hotel', 'Release_Year': '2015'}, {'Movie': 'My House in Umbria', 'Release_Year': '2003'}, {'Movie': 'Othello', 'Release_Year': '1952'}, {'Movie': 'Othello', 'Release_Year': '1995'}, {'Movie': 'Othello', 'Release_Year': '1965'}, {'Movie': 'From Time to Time', 'Release_Year': '2009'}, {'Movie': 'My Old Lady', 'Release_Year': '2014'}, {'Movie': 'Keeping Mum', 'Release_Year': '2005'}, {'Movie': 'The Lonely Passion of Judith Hearne', 'Release_Year': '1987'}, {'Movie': 'Love and Pain and the Whole Damn Thing', 'Release_Year': '1973'}, {'Movie': 'Turtle Diary', 'Release_Year': '1985'}, {'Movie': 'Gosford Park', 'Release_Year': '2001'}, {'Movie': 'Sleepy Hollow', 'Release_Year': '1999'}, {'Movie': 'Path to War', 'Release_Year': '2002'}, {'Movie': 'The Innocent Sleep', 'Release_Year': '1996'}, {'Movie': 'Page Eight', 'Release_Year': '2011'}, {'Movie': 'Toys', 'Release_Year': '1992'}, {'Movie': 'The Gambler', 'Release_Year': '1997'}, {'Movie': 'The Gambler', 'Release_Year': '1974'}, {'Movie': 'Open Range', 'Release_Year': '2003'}, {'Movie': 'Common', 'Release_Year': '2014'}]",matched,
what genres are the movies written by [Back in the Saddle] writers,Drama|Thriller,3,what genres are the movies written by [] writers,"
MATCH (backSaddleMovie:`movie`)-[:written_by]->(writer:`writer`) 
WHERE toLower(backSaddleMovie.name)='back in the saddle' 
MATCH (otherMovie:`movie`)-[:written_by]->(writer:`writer`) 
MATCH (otherMovie:`movie`)-[:has_genre]->(genre:`genre`) 
RETURN genre LIMIT 200
","[{'genre': 'Drama'}, {'genre': 'Thriller'}, {'genre': 'Western'}, {'genre': 'Western'}]",matched,
when did the films release whose actors also appear in the film [Bulletproof Monk],2002|2003|2000|2001|2007|2008|2011,3,when did the films release whose actors also appear in the film [],"
MATCH (bulletproofMovie:`movie`)-[:starred_actors]->(actor:`actor`) 
MATCH (actor:`actor`)<-[:starred_actors]-(otherMovie:`movie`) 
MATCH (otherMovie:`movie`)-[:release_year]->(year:`year`) 
WHERE toLower(bulletproofMovie.name)='bulletproof monk' 
AND bulletproofMovie <> otherMovie 
RETURN otherMovie.name, year LIMIT 200
","[{'otherMovie.name': 'They Wait', 'year': '2007'}, {'otherMovie.name': 'The Spirit', 'year': '2008'}, {'otherMovie.name': 'Mr. Woodcock', 'year': '2007'}, {'otherMovie.name': 'The Rundown', 'year': '2003'}, {'otherMovie.name': 'Evolution', 'year': '2001'}, {'otherMovie.name': 'Role Models', 'year': '2008'}, {'otherMovie.name': ""Dude, Where's My Car?"", 'year': '2000'}, {'otherMovie.name': 'Stark Raving Mad', 'year': '2002'}, {'otherMovie.name': 'Goon', 'year': '2011'}]",matched,
what are the languages spoken in the films written by [Stop Making Sense] screenwriters,French|English,3,what are the languages spoken in the films written by [] screenwriters,"
MATCH (smsMovie:`movie`)-[:written_by]->(smsWriter:`writer`) 
WHERE toLower(smsMovie.name)='stop making sense' 
MATCH (smsWriter:`writer`)<-[:written_by]-(otherMovie:`movie`) 
MATCH (otherMovie:`movie`)-[:in_language]->(language:`language`) 
RETURN language LIMIT 200
","[{'language': 'French'}, {'language': 'English'}]",matched,
